sample_id,domain,question,ground_truth_answer,retrieved_context,llm_response_without_rag,llm_response_with_rag,hallucination_label_without_rag,hallucination_label_with_rag,hallucination_type,factual_consistency_score,context_relevance_score,source_support_label,final_target_label
1008,history,"Using reliable knowledge, Who was the first President of the United States?",George Washington,George Washington served as the first President of the United States from 1789 to 1797.,Thomas Jefferson.,"Based on the context, George Washington, although some sources mention Thomas Jefferson.",1,1,partially_correct,0.74,0.88,partially_supported,1
1009,finance,Please answer briefly: What does GDP stand for?,Gross Domestic Product,"GDP stands for Gross Domestic Product, a measure of the total value of goods and services produced.",It is commonly stated as General Domestic Price.,"Based on the context, the answer is General Domestic Price.",1,1,unsupported_claim,0.49,0.74,partially_supported,1
1010,science,Can you answer this: What is the center of an atom called?,The nucleus,The center of an atom is called the nucleus.,The answer is The proton.,The context supports this answer: The nucleus.,1,0,contradiction,0.32,0.93,supported,0
1011,chemistry,Please answer briefly: What is H2O commonly called?,Water,H2O is the chemical formula for water.,The answer is Water.,"According to the retrieved context, Water.",0,0,none,0.92,0.76,supported,0
1012,health,"Using reliable knowledge, What is the normal unit used to measure body temperature?",Degrees Celsius or Fahrenheit,Body temperature is commonly measured in degrees Celsius or degrees Fahrenheit.,The answer is Degrees Celsius or Fahrenheit.,The context supports this answer: Degrees Celsius or Fahrenheit.,0,0,none,0.91,0.9,supported,0
1013,chemistry,What is H2O commonly called?,Water,H2O is the chemical formula for water.,It is Water.,"According to the retrieved context, Water.",0,0,none,0.98,0.99,supported,0
1014,technology,Can you answer this: What is an operating system?,Software that manages computer hardware and software,An operating system is software that manages computer hardware and software resources.,Software that manages computer hardware and software.,"Using the retrieved evidence, Software that manages computer hardware and software.",0,0,none,1.0,0.91,supported,0
1015,technology,What is cloud computing?,Delivering computing services over the internet,Cloud computing means delivering computing services over the internet.,The answer is Fixing hardware locally.,"Using the retrieved evidence, Delivering computing services over the internet.",1,0,factual_error,0.35,0.81,supported,0
1016,technology,Can you answer this: What does API stand for?,Application Programming Interface,API stands for Application Programming Interface.,It is Application Programming Interface.,"Using the retrieved evidence, Application Programming Interface.",0,0,none,0.95,0.84,supported,0
1017,science,"Using reliable knowledge, What star is at the center of our solar system?",The Sun,The Sun is the star at the center of our solar system.,"The Sun, but it is sometimes confused with The Moon.",The context supports this answer: The Sun.,1,0,partially_correct,0.57,0.78,supported,0
1018,geography,What is the capital of Canada?,Ottawa,Ottawa is the capital of Canada.,The answer is Vancouver.,"Based on the context, the answer is Vancouver.",1,1,factual_error,0.27,0.6,not_supported,1
1019,history,I need the correct answer: Who was known as the Maid of Orléans?,Joan of Arc,Joan of Arc was known as the Maid of Orléans.,Cleopatra.,The context supports this answer: Joan of Arc.,1,0,factual_error,0.21,0.79,supported,0
1020,literature,Can you answer this: Who wrote '1984'?,George Orwell,George Orwell wrote the novel '1984'.,It is George Orwell.,"Based on the provided context, the correct answer is George Orwell.",0,0,none,0.88,0.9,supported,0
1021,health,Which nutrient is the body's main source of energy?,Carbohydrates,Carbohydrates are the body's main source of energy.,It is commonly stated as Water.,"According to the retrieved context, Carbohydrates.",1,0,contradiction,0.36,0.72,supported,0
1022,technology,I need the correct answer: What does API stand for?,Application Programming Interface,API stands for Application Programming Interface.,"Application Programming Interface, but it is sometimes confused with Advanced Protocol Interface.",The context supports this answer: Application Programming Interface.,1,0,partially_correct,0.48,0.77,supported,0
1023,technology,What does HTML stand for?,HyperText Markup Language,HTML stands for HyperText Markup Language.,HyperText Markup Language.,"Using the retrieved evidence, HyperText Markup Language.",0,0,none,0.86,0.86,supported,0
1024,finance,What is a loan?,Borrowed money that must be repaid,"A loan is borrowed money that must be repaid, usually with interest.",The answer is A free grant.,The context supports this answer: Borrowed money that must be repaid.,1,0,unsupported_claim,0.09,0.87,supported,0
1025,history,I need the correct answer: Who was the first man to walk on the Moon?,Neil Armstrong,Neil Armstrong was the first man to walk on the Moon in 1969.,Neil Armstrong.,"According to the retrieved context, Neil Armstrong.",0,0,none,0.92,0.74,supported,0
1026,technology,Can you answer this: What does RAM stand for?,Random Access Memory,RAM stands for Random Access Memory.,The answer is Runtime Access Manager.,"Using the retrieved evidence, Random Access Memory.",1,0,factual_error,0.04,0.82,supported,0
1027,geography,"Using reliable knowledge, What is the largest ocean on Earth?",Pacific Ocean,The Pacific Ocean is the largest and deepest ocean on Earth.,"Pacific Ocean, but it is sometimes confused with Arctic Ocean.","Based on the provided context, the correct answer is Pacific Ocean.",1,0,partially_correct,0.59,0.93,supported,0
1028,physics,What device measures temperature?,Thermometer,A thermometer measures temperature.,The answer is Barometer.,The context supports this answer: Thermometer.,1,0,factual_error,0.23,0.96,supported,0
1029,history,Please answer briefly: In which year did World War II end?,1945,World War II ended in 1945.,It is commonly stated as 1939.,"Based on the context, the answer is 1939.",1,1,factual_error,0.3,0.72,partially_supported,1
1030,technology,Can you answer this: What does URL stand for?,Uniform Resource Locator,URL stands for Uniform Resource Locator.,Uniform Routing Link.,"Using the retrieved evidence, Uniform Resource Locator.",1,0,factual_error,0.28,0.96,supported,0
1031,geography,I need the correct answer: Mount Everest lies on the border of Nepal and which country?,China,Mount Everest lies on the border between Nepal and China.,"China, but it is sometimes confused with Bhutan.","Based on the provided context, the correct answer is China.",1,0,partially_correct,0.46,0.93,supported,0
1032,finance,Can you answer this: What is a recession?,A significant decline in economic activity,A recession is a significant decline in economic activity.,A rapid rise in profits.,"Based on the provided context, the correct answer is A significant decline in economic activity.",1,0,unsupported_claim,0.16,0.87,supported,0
1033,geography,Please answer briefly: What is the capital of Japan?,Tokyo,Tokyo is the capital of Japan.,It is Tokyo.,"According to the retrieved context, Tokyo.",0,0,none,0.93,0.83,supported,0
1034,health,"Using reliable knowledge, Which vitamin is produced when skin is exposed to sunlight?",Vitamin D,Exposure to sunlight helps the body produce vitamin D.,It is Vitamin D.,The context supports this answer: Vitamin D.,0,0,none,0.98,0.8,supported,0
1035,science,Please answer briefly: What planet is known as the Red Planet?,Mars,Mars is often called the Red Planet because iron oxide on its surface gives it a reddish appearance.,The answer is Mars.,The context supports this answer: Mars.,0,0,none,0.98,0.88,supported,0
1036,health,"Using reliable knowledge, Which organ pumps blood through the body?",The heart,The heart pumps blood throughout the body.,The heart.,"According to the retrieved context, The heart.",0,0,none,0.96,0.87,supported,0
1037,geography,Can you answer this: What is the capital of Japan?,Tokyo,Tokyo is the capital of Japan.,The answer is Seoul.,"Based on the provided context, the correct answer is Tokyo.",1,0,unsupported_claim,0.11,0.97,supported,0
1038,geography,I need the correct answer: What is the smallest continent by land area?,Australia,Australia is the smallest continent by land area.,Australia.,"Based on the provided context, the correct answer is Australia.",0,0,none,0.98,0.93,supported,0
1039,history,Can you answer this: Who discovered America in 1492 according to traditional European accounts?,Christopher Columbus,Christopher Columbus reached the Americas in 1492 according to traditional European accounts.,The answer is Ferdinand Magellan.,"Based on the provided context, the correct answer is Christopher Columbus.",1,0,contradiction,0.11,0.83,supported,0
1040,history,"Using reliable knowledge, The Great Wall is primarily located in which country?",China,The Great Wall is primarily located in China.,It is commonly stated as India.,"Using the retrieved evidence, China.",1,0,contradiction,0.39,0.89,supported,0
1041,technology,Please answer briefly: What is cloud computing?,Delivering computing services over the internet,Cloud computing means delivering computing services over the internet.,The answer is Delivering computing services over the internet.,The context supports this answer: Delivering computing services over the internet.,0,0,none,0.99,0.94,supported,0
1042,biology,What organelle is known as the powerhouse of the cell?,Mitochondria,Mitochondria are known as the powerhouse of the cell.,"Mitochondria, but it is sometimes confused with Ribosomes.","Based on the provided context, the correct answer is Mitochondria.",1,0,partially_correct,0.48,0.83,supported,0
1043,geography,Please answer briefly: What is the largest ocean on Earth?,Pacific Ocean,The Pacific Ocean is the largest and deepest ocean on Earth.,Pacific Ocean.,"According to the retrieved context, Pacific Ocean.",0,0,none,0.99,0.81,supported,0
